S_INFO_WINDCODE,TRADE_DT,S_DQ_OPEN,S_DQ_HIGH,S_DQ_LOW,S_DQ_CLOSE
000852.SH,20130117,3639.062,3646.797,3593.069,3602.849
000905.SH,20130117,3444.468,3452.374,3399.663,3408.022
000300.SH,20130118,2568.692,2607.446,2553.451,2595.439
000852.SH,20130118,3605.092,3659.565,3594.817,3659.565
000905.SH,20130118,3416.449,3466.534,3406.604,3464.645
000300.SH,20130121,2605.649,2611.201,2582.652,2610.898
000852.SH,20130121,3663.772,3689.909,3645.508,3689.909
000905.SH,20130121,3475.198,3492.217,3458.873,3491.122
000300.SH,20130122,2610.392,2620.025,2578.181,2596.898
000852.SH,20130122,3685.267,3685.267,3590.161,3617.128
000905.SH,20130122,3487.571,3487.571,3409.843,3435.434
000300.SH,20130123,2588.198,2611.409,2576.362,2607.456
000852.SH,20130123,3605.1,3630.768,3570.808,3630.037
000905.SH,20130123,3422.768,3451.259,3393.047,3441.745
000300.SH,20130124,2606.427,2663.404,2564.206,2582.755
000852.SH,20130124,3627.275,3657.676,3511.357,3540.217
000905.SH,20130124,3442.618,3473.978,3344.981,3369.732
000300.SH,20130125,2580.881,2591.513,2567.107,2571.674
000852.SH,20130125,3532.517,3556.97,3517.32,3536.897
000905.SH,20130125,3363.429,3382.767,3346.236,3364.061
000300.SH,20130128,2577.267,2651.967,2577.267,2651.863
000852.SH,20130128,3536.28,3629.363,3536.28,3629.363
000905.SH,20130128,3362.474,3449.95,3362.216,3449.794
000300.SH,20130129,2655.377,2685.531,2646.154,2675.866
000852.SH,20130129,3632.448,3671.29,3625.506,3663.641
000905.SH,20130129,3451.663,3489.858,3447.821,3482.519
000300.SH,20130130,2678.433,2689.683,2662.062,2688.711
000852.SH,20130130,3666.212,3672.063,3626.876,3661.028
000905.SH,20130130,3482.567,3502.719,3462.368,3500.578
000300.SH,20130131,2690.951,2696.881,2671.33,2686.882
000852.SH,20130131,3655.879,3657.062,3617.577,3639.191
000905.SH,20130131,3497.28,3499.148,3463.202,3479.638
000300.SH,20130201,2677.187,2744.322,2671.274,2743.324
000852.SH,20130201,3632.688,3664.876,3622.891,3659.46
000905.SH,20130201,3471.269,3507.833,3462.676,3507.709
000300.SH,20130204,2753.688,2768.504,2731.08,2748.028
000852.SH,20130204,3664.589,3672.31,3610.206,3624.82
000905.SH,20130204,3517.461,3524.041,3467.018,3484.362
000300.SH,20130205,2727.93,2779.953,2725.362,2771.675
000852.SH,20130205,3605.232,3657.509,3593.204,3657.509
000905.SH,20130205,3466.591,3520.985,3457.429,3520.646
000300.SH,20130206,2771.908,2787.456,2765.743,2775.844
000852.SH,20130206,3658.074,3691.808,3658.074,3681.308
000905.SH,20130206,3521.66,3555.94,3521.642,3544.385
000300.SH,20130207,2771.53,2775.974,2722.874,2759.87
000852.SH,20130207,3681.265,3706.565,3665.366,3700.572
000905.SH,20130207,3539.475,3565.381,3526.032,3557.667
000300.SH,20130208,2755.649,2791.303,2747.946,2771.725
000852.SH,20130208,3700.112,3763.399,3699.938,3755.544
000905.SH,20130208,3554.149,3618.84,3553.796,3608.589
000300.SH,20130218,2784.065,2787.74,2731.506,2737.471
000852.SH,20130218,3774.062,3801.894,3762.896,3797.69
000905.SH,20130218,3625.034,3639.364,3604.013,3627.776
000300.SH,20130219,2735.045,2740.739,2674.339,2685.606
000852.SH,20130219,3794.515,3799.161,3723.079,3737.653
000905.SH,20130219,3624.94,3630.653,3546.723,3561.357
000300.SH,20130220,2686.093,2703.098,2665.231,2702.635
000852.SH,20130220,3734.219,3818.444,3733.196,3818.444
000905.SH,20130220,3555.594,3635.375,3553.489,3635.375
000300.SH,20130221,2675.741,2675.741,2584.758,2610.549
000852.SH,20130221,3797.964,3800.27,3717.773,3750.167
000905.SH,20130221,3612.72,3612.72,3531.13,3560.317
000300.SH,20130222,2607.65,2618.483,2591.146,2596.604
000852.SH,20130222,3742.905,3784.226,3738.356,3744.1
000905.SH,20130222,3552.669,3587.713,3543.022,3548.358
000300.SH,20130225,2607.149,2628.696,2590.787,2604.96
000852.SH,20130225,3752.496,3797.044,3751.257,3790.962
000905.SH,20130225,3551.597,3595.6,3551.37,3587.587
000300.SH,20130226,2587.375,2631.094,2564.672,2567.595
000852.SH,20130226,3775.203,3807.763,3740.232,3743.808
000905.SH,20130226,3573.954,3600.46,3532.271,3533.204
000300.SH,20130227,2576.046,2615.249,2569.38,2594.677
000852.SH,20130227,3746.55,3775.548,3713.427,3745.413
000905.SH,20130227,3538.937,3568.685,3506.762,3535.896
000300.SH,20130228,2611.94,2673.711,2593.997,2673.327
000852.SH,20130228,3751.821,3815.719,3739.303,3815.719
000905.SH,20130228,3544.064,3608.199,3531.895,3608.199
000300.SH,20130301,2671.842,2680.854,2626.995,2668.836
000852.SH,20130301,3812.449,3876.638,3809.039,3876.638
000905.SH,20130301,3608.618,3648.688,3603.978,3648.422
000300.SH,20130304,2619.42,2619.574,2528.694,2545.715
000852.SH,20130304,3847.071,3847.201,3733.81,3760.614
000905.SH,20130304,3614.558,3614.558,3496.049,3518.717
000300.SH,20130305,2547.893,2623.171,2541.766,2622.807
000852.SH,20130305,3754.673,3848.588,3744.287,3848.588
000905.SH,20130305,3516.526,3598.013,3507.03,3597.922
000300.SH,20130306,2634.87,2658.139,2620.431,2650.202
000852.SH,20130306,3855.489,3914.841,3855.489,3914.841
000905.SH,20130306,3605.363,3654.108,3605.363,3653.934
000300.SH,20130307,2639.783,2658.969,2592.867,2619.479
000852.SH,20130307,3909.434,3916.135,3827.82,3867.608
000905.SH,20130307,3648.28,3651.741,3575.976,3609.64
000300.SH,20130308,2622.684,2632.624,2601.961,2606.927
000852.SH,20130308,3866.652,3884.069,3824.181,3829.168
000905.SH,20130308,3608.896,3626.92,3564.225,3570.38
000300.SH,20130311,2600.278,2611.652,2574.172,2592.372
000852.SH,20130311,3823.26,3848.729,3803.93,3832.111
000905.SH,20130311,3568.622,3588.705,3543.765,3571.105
000300.SH,20130312,2590.391,2619.512,2530.251,2555.615
000852.SH,20130312,3829.908,3847.224,3678.996,3726.205
000905.SH,20130312,3570.469,3589.72,3438.191,3481.175
000300.SH,20130313,2551.726,2556.773,2515.058,2527.486
000852.SH,20130313,3715.089,3717.832,3656.72,3696.453
000905.SH,20130313,3473.265,3477.098,3413.179,3449.35
000300.SH,20130314,2517.745,2546.699,2514.463,2534.273
000852.SH,20130314,3686.442,3728.68,3683.268,3709.721
000905.SH,20130314,3443.776,3482.369,3440.023,3464.854
000300.SH,20130315,2533.722,2600.091,2504.458,2539.873
000852.SH,20130315,3707.101,3765.319,3672.572,3715.14
000905.SH,20130315,3466.892,3525.532,3431.573,3471.214
000300.SH,20130318,2526.077,2544.619,2499.828,2502.493
000852.SH,20130318,3703.136,3722.706,3668.694,3671.801
000905.SH,20130318,3461.873,3477.929,3423.52,3427.12
000300.SH,20130319,2507.396,2532.07,2491.854,2525.097
000852.SH,20130319,3669.635,3689.663,3613.195,3675.682
000905.SH,20130319,3421.737,3442.056,3378.912,3438.072
000300.SH,20130320,2526.968,2610.174,2526.83,2610.174
000852.SH,20130320,3675.109,3769.257,3673.021,3769.257
000905.SH,20130320,3436.845,3527.83,3432.582,3527.772
000300.SH,20130321,2611.58,2626.538,2598.509,2614.988
000852.SH,20130321,3768.478,3829.118,3767.508,3818.092
000905.SH,20130321,3527.762,3575.837,3522.143,3565.02
000300.SH,20130322,2612.256,2625.531,2603.344,2618.308
000852.SH,20130322,3812.605,3833.196,3800.164,3827.095
000905.SH,20130322,3561.122,3586.092,3549.074,3579.92
000300.SH,20130325,2628.407,2641.609,2607.613,2613.097
000852.SH,20130325,3827.615,3844.813,3803.405,3834.292
000905.SH,20130325,3581.311,3590.815,3550.185,3568.523
000300.SH,20130326,2601.964,2607.357,2554.974,2575.05
000852.SH,20130326,3822.375,3822.751,3764.622,3814.194
000905.SH,20130326,3556.3,3557.791,3504.566,3543.812
000300.SH,20130327,2575.726,2611.939,2566.345,2583.53
000852.SH,20130327,3811.664,3847.04,3798.344,3825.753
000905.SH,20130327,3541.376,3579.391,3528.309,3552.257
000300.SH,20130328,2535.988,2535.988,2495.083,2499.302
000852.SH,20130328,3801.362,3801.362,3710.239,3710.239
000905.SH,20130328,3526.539,3526.539,3448.665,3448.977
000300.SH,20130329,2502.782,2509.109,2482.488,2495.083
000852.SH,20130329,3709.368,3734.718,3695.064,3712.22
000905.SH,20130329,3449.277,3470.481,3434.569,3447.285
000300.SH,20130401,2486.428,2507.825,2483.732,2493.187
000852.SH,20130401,3710.33,3755.563,3710.317,3743.367
000905.SH,20130401,3449.54,3489.143,3448.289,3470.96
000300.SH,20130402,2495.843,2524.463,2475.0,2486.391
000852.SH,20130402,3741.7,3770.935,3673.796,3680.148
000905.SH,20130402,3471.691,3504.278,3419.738,3428.5
000300.SH,20130403,2493.877,2507.143,2474.927,2483.547
000852.SH,20130403,3678.886,3687.384,3625.495,3642.59
000905.SH,20130403,3429.887,3438.586,3382.225,3397.232
000300.SH,20130408,2443.24,2473.309,2429.5,2472.299
000852.SH,20130408,3597.391,3669.022,3548.964,3669.009
000905.SH,20130408,3354.444,3411.375,3315.332,3411.13
000300.SH,20130409,2477.29,2505.294,2477.29,2489.43
000852.SH,20130409,3666.477,3707.531,3666.343,3703.403
000905.SH,20130409,3411.404,3449.924,3411.404,3444.371
000300.SH,20130410,2487.984,2495.572,2466.19,2485.309
000852.SH,20130410,3697.596,3708.306,3652.119,3685.726
000905.SH,20130410,3444.459,3455.693,3410.029,3437.267
000300.SH,20130411,2502.5,2508.593,2476.396,2477.876
000852.SH,20130411,3690.892,3702.905,3672.552,3674.333
000905.SH,20130411,3442.932,3453.531,3420.758,3423.217
000300.SH,20130412,2476.322,2489.118,2460.182,2462.112
000852.SH,20130412,3667.612,3686.196,3640.87,3643.71
000905.SH,20130412,3418.296,3434.666,3391.013,3394.517
000300.SH,20130415,2453.967,2461.668,2430.149,2436.818
000852.SH,20130415,3632.502,3632.502,3583.939,3594.429
000905.SH,20130415,3382.0,3382.0,3336.415,3346.851
000300.SH,20130416,2419.508,2461.046,2416.617,2459.592
000852.SH,20130416,3560.808,3629.737,3545.597,3629.737
000905.SH,20130416,3313.508,3383.314,3302.244,3383.081
000300.SH,20130417,2457.881,2465.202,2437.345,2458.473
000852.SH,20130417,3627.759,3669.805,3626.29,3669.805
000905.SH,20130417,3381.606,3412.521,3373.025,3412.416
000300.SH,20130418,2440.707,2478.413,2434.73,2464.851
000852.SH,20130418,3650.82,3689.279,3638.088,3681.914
000905.SH,20130418,3396.014,3434.045,3383.965,3423.012
000300.SH,20130419,2469.951,2542.453,2469.323,2533.827
000852.SH,20130419,3681.874,3762.402,3681.874,3752.879
000905.SH,20130419,3423.443,3498.572,3422.971,3495.242
000300.SH,20130422,2525.113,2539.046,2518.257,2530.67
000852.SH,20130422,3739.318,3793.253,3737.486,3793.253
000905.SH,20130422,3478.044,3511.715,3475.863,3511.624
000300.SH,20130423,2532.201,2532.201,2448.2,2449.471
000852.SH,20130423,3790.751,3790.781,3682.749,3685.545
000905.SH,20130423,3509.196,3509.743,3412.212,3416.449
000300.SH,20130424,2452.781,2511.202,2446.587,2495.579
000852.SH,20130424,3682.072,3774.484,3681.004,3770.947
000905.SH,20130424,3417.401,3489.524,3411.815,3484.568
000300.SH,20130425,2486.857,2505.482,2456.566,2467.875
000852.SH,20130425,3763.741,3789.448,3700.487,3700.487
000905.SH,20130425,3473.015,3494.535,3431.149,3431.401
000300.SH,20130426,2477.724,2488.585,2439.796,2447.306
000852.SH,20130426,3693.929,3705.334,3620.406,3627.497
000905.SH,20130426,3427.146,3438.318,3360.745,3367.766
000300.SH,20130502,2434.603,2453.749,2423.077,2449.639
000852.SH,20130502,3615.232,3667.159,3605.874,3667.159
000905.SH,20130502,3354.472,3386.279,3345.441,3383.398
000300.SH,20130503,2457.543,2521.119,2457.543,2492.912
000852.SH,20130503,3674.159,3752.696,3674.159,3746.931
000905.SH,20130503,3391.218,3459.981,3391.218,3448.64
000300.SH,20130506,2502.978,2533.855,2500.455,2525.983
000852.SH,20130506,3753.775,3821.544,3753.775,3817.576
000905.SH,20130506,3456.283,3516.872,3456.283,3514.457
000300.SH,20130507,2519.364,2539.298,2507.756,2529.938
000852.SH,20130507,3813.07,3836.213,3799.178,3829.515
000905.SH,20130507,3511.214,3531.548,3495.801,3521.477
000300.SH,20130508,2542.266,2562.007,2531.251,2542.798
000852.SH,20130508,3833.918,3877.752,3830.56,3877.752
000905.SH,20130508,3524.787,3554.149,3517.942,3553.848
000300.SH,20130509,2542.374,2543.305,2507.792,2527.794
000852.SH,20130509,3874.245,3892.921,3846.629,3892.921
000905.SH,20130509,3551.899,3557.019,3517.594,3555.769
000300.SH,20130510,2519.517,2546.975,2515.158,2540.836
000852.SH,20130510,3885.998,3912.352,3867.004,3912.064
000905.SH,20130510,3550.026,3577.327,3536.172,3577.327
000300.SH,20130513,2542.412,2547.602,2516.728,2530.768
000852.SH,20130513,3912.167,3936.805,3893.215,3936.805
000905.SH,20130513,3577.295,3591.091,3565.487,3590.758
000300.SH,20130514,2525.998,2526.145,2479.872,2493.338
000852.SH,20130514,3929.393,3929.393,3866.05,3889.645
000905.SH,20130514,3586.324,3586.324,3524.577,3549.303
000300.SH,20130515,2493.968,2507.43,2491.927,2506.925
000852.SH,20130515,3888.145,3953.85,3888.145,3953.85
000905.SH,20130515,3549.745,3597.236,3548.548,3597.106
000300.SH,20130516,2501.117,2553.058,2487.763,2552.709
000852.SH,20130516,3947.513,3999.965,3939.428,3977.955
000905.SH,20130516,3594.3,3647.485,3578.094,3635.755
000300.SH,20130517,2550.452,2598.706,2547.776,2592.048
000852.SH,20130517,3972.406,4037.421,3969.941,4031.555
000905.SH,20130517,3632.612,3695.244,3631.259,3691.399
000300.SH,20130520,2597.151,2627.616,2590.053,2609.607
000852.SH,20130520,4039.558,4105.231,4036.179,4105.231
000905.SH,20130520,3700.09,3740.583,3686.757,3737.748
000300.SH,20130521,2607.393,2617.4,2594.249,2614.853
000852.SH,20130521,4101.087,4168.573,4093.694,4168.573
000905.SH,20130521,3733.673,3787.103,3727.667,3787.059
000300.SH,20130522,2613.411,2630.068,2603.75,2618.034
000852.SH,20130522,4158.744,4164.862,4093.929,4111.252
000905.SH,20130522,3782.969,3795.168,3740.224,3755.874
000300.SH,20130523,2604.93,2624.076,2579.347,2582.849
000852.SH,20130523,4094.112,4153.432,4076.161,4089.159
000905.SH,20130523,3740.439,3783.972,3716.291,3724.229
000300.SH,20130524,2591.419,2608.35,2572.884,2597.228
000852.SH,20130524,4089.49,4160.953,4089.49,4160.953
000905.SH,20130524,3723.621,3782.17,3723.621,3782.071
000300.SH,20130527,2593.522,2611.972,2589.739,2599.587
000852.SH,20130527,4164.27,4210.934,4163.805,4210.934
000905.SH,20130527,3784.468,3820.587,3782.266,3820.427
000300.SH,20130528,2600.632,2644.359,2585.901,2644.359
000852.SH,20130528,4207.924,4212.073,4137.089,4179.855
000905.SH,20130528,3820.243,3829.972,3770.65,3827.782
000300.SH,20130529,2648.927,2661.229,2640.881,2642.561
000852.SH,20130529,4178.144,4216.17,4174.72,4213.764
000905.SH,20130529,3830.224,3858.924,3828.286,3856.319
000300.SH,20130530,2633.955,2647.443,2623.581,2634.323
000852.SH,20130530,4199.119,4238.515,4188.801,4231.042
000905.SH,20130530,3843.162,3872.26,3835.222,3865.134
000300.SH,20130531,2638.71,2645.565,2604.746,2606.426
000852.SH,20130531,4230.771,4256.534,4210.303,4210.967
000905.SH,20130531,3867.59,3884.675,3840.699,3841.218
000300.SH,20130603,2605.969,2625.936,2596.051,2602.623
000852.SH,20130603,4204.524,4220.436,4163.575,4172.688
000905.SH,20130603,3836.767,3855.788,3803.363,3814.51
000300.SH,20130604,2600.499,2600.499,2556.056,2565.666
000852.SH,20130604,4166.928,4166.928,4041.676,4080.089
000905.SH,20130604,3809.555,3811.653,3707.561,3739.724
000300.SH,20130605,2565.329,2570.027,2545.19,2560.539
000852.SH,20130605,4073.726,4110.792,4067.026,4104.911
000905.SH,20130605,3733.948,3759.519,3718.123,3755.148
000300.SH,20130606,2552.817,2557.678,2525.306,2527.845
000852.SH,20130606,4088.039,4093.519,4033.778,4036.815
000905.SH,20130606,3742.504,3742.504,3686.253,3688.736
000300.SH,20130607,2526.913,2538.891,2475.687,2484.16
000852.SH,20130607,4036.277,4062.929,3959.855,3985.51
000905.SH,20130607,3690.957,3701.221,3593.968,3616.21
000300.SH,20130613,2448.717,2448.717,2375.204,2399.937
000852.SH,20130613,3939.746,3939.746,3788.301,3887.745
000905.SH,20130613,3573.896,3573.896,3446.25,3515.05
000300.SH,20130614,2404.423,2420.356,2396.487,2416.771
000852.SH,20130614,3892.873,3981.796,3892.873,3975.523
000905.SH,20130614,3519.368,3591.248,3519.326,3584.978
000300.SH,20130617,2422.762,2427.532,2394.385,2403.839
000852.SH,20130617,3985.369,4028.774,3967.965,3996.336
000905.SH,20130617,3593.51,3620.954,3565.277,3593.371
000300.SH,20130618,2413.088,2424.202,2393.321,2418.745
000852.SH,20130618,3995.606,4013.978,3947.002,4005.139
000905.SH,20130618,3594.904,3613.026,3557.456,3605.758
000300.SH,20130619,2408.28,2408.28,2366.346,2400.765
000852.SH,20130619,3984.792,3987.299,3926.598,3987.299
000905.SH,20130619,3588.766,3588.766,3525.448,3583.298
000300.SH,20130620,2386.104,2386.104,2320.226,2321.466
